SNo,Label
-1.653000822076853,2
-1.6526651533141203,2
-1.6523294845513878,2
-1.6519938157886551,1
-1.6516581470259224,1
-1.65132247826319,2
-1.6509868095004572,2
-1.650651140737725,0
-1.650315471974992,0
-1.6499798032122592,0
-1.6496441344495267,1
-1.649308465686794,2
-1.6489727969240615,2
-1.6486371281613288,2
-1.648301459398596,2
-1.6479657906358636,2
-1.6476301218731308,2
-1.6472944531103983,2
-1.6469587843476656,2
-1.646623115584933,1
-1.6462874468222004,0
-1.6459517780594677,1
-1.6456161092967352,1
-1.6452804405340025,0
-1.6449447717712695,0
-1.6446091030085372,0
-1.6442734342458043,0
-1.643937765483072,0
-1.6436020967203393,0
-1.6432664279576066,2
-1.642930759194874,2
-1.6425950904321414,2
-1.6422594216694089,2
-1.641923752906676,1
-1.6415880841439434,2
-1.641252415381211,2
-1.6409167466184782,2
-1.6405810778557457,2
-1.640245409093013,0
-1.6399097403302805,0
-1.6395740715675478,2
-1.639238402804815,2
-1.6389027340420823,0
-1.6385670652793498,1
-1.638231396516617,1
-1.6378957277538846,1
-1.637560058991152,1
-1.6372243902284194,1
-1.6368887214656866,1
-1.636553052702954,1
-1.6362173839402214,1
-1.6358817151774887,2
-1.6355460464147562,2
-1.6352103776520237,0
-1.6348747088892908,0
-1.6345390401265585,2
-1.6342033713638255,2
-1.633867702601093,2
-1.6335320338383603,0
-1.6331963650756276,0
-1.632860696312895,0
-1.6325250275501624,0
-1.6321893587874297,2
-1.6318536900246972,2
-1.6315180212619644,2
-1.631182352499232,2
-1.6308466837364992,2
-1.6305110149737665,2
-1.630175346211034,1
-1.6298396774483013,1
-1.6295040086855688,1
-1.629168339922836,2
-1.628832671160103,2
-1.6284970023973708,0
-1.628161333634638,0
-1.6278256648719056,0
-1.6274899961091729,0
-1.6271543273464402,0
-1.6268186585837077,2
-1.626482989820975,2
-1.6261473210582424,2
-1.6258116522955095,2
-1.625475983532777,2
-1.6251403147700445,0
-1.6248046460073118,0
-1.6244689772445793,2
-1.6241333084818466,2
-1.6237976397191138,2
-1.6234619709563811,2
-1.6231263021936486,2
-1.622790633430916,2
-1.6224549646681834,0
-1.622119295905451,0
-1.6217836271427182,0
-1.6214479583799857,0
-1.621112289617253,0
-1.6207766208545202,2
-1.6204409520917875,2
-1.620105283329055,2
-1.6197696145663223,2
-1.6194339458035898,2
-1.619098277040857,2
-1.6187626082781243,0
-1.6184269395153918,2
-1.6180912707526591,2
-1.6177556019899266,0
-1.617419933227194,2
-1.6170842644644612,2
-1.616748595701729,2
-1.616412926938996,2
-1.6160772581762637,1
-1.6157415894135307,1
-1.615405920650798,2
-1.6150702518880655,2
-1.6147345831253328,2
-1.6143989143626003,2
-1.6140632455998676,2
-1.6137275768371349,0
-1.6133919080744024,0
-1.6130562393116696,0
-1.6127205705489371,0
-1.6123849017862044,2
-1.6120492330234717,2
-1.6117135642607392,0
-1.6113778954980065,0
-1.6110422267352738,2
-1.6107065579725413,2
-1.6103708892098083,2
-1.610035220447076,2
-1.6096995516843433,2
-1.6093638829216106,2
-1.609028214158878,2
-1.6086925453961454,2
-1.6083568766334129,2
-1.60802120787068,0
-1.6076855391079474,0
-1.607349870345215,2
-1.6070142015824822,2
-1.6066785328197497,0
-1.606342864057017,0
-1.6060071952942845,2
-1.6056715265315518,2
-1.605335857768819,2
-1.6050001890060863,2
-1.6046645202433538,1
-1.604328851480621,1
-1.6039931827178886,1
-1.603657513955156,1
-1.6033218451924234,1
-1.6029861764296909,1
-1.602650507666958,1
-1.6023148389042254,1
-1.6019791701414927,2
-1.6016435013787602,2
-1.6013078326160275,2
-1.6009721638532948,0
-1.6006364950905625,0
-1.6003008263278296,2
-1.599965157565097,2
-1.5996294888023643,2
-1.5992938200396316,2
-1.598958151276899,2
-1.5986224825141664,2
-1.598286813751434,2
-1.5979511449887012,2
-1.5976154762259684,2
-1.597279807463236,2
-1.5969441387005032,2
-1.5966084699377707,2
-1.596272801175038,2
-1.5959371324123053,2
-1.5956014636495728,2
-1.59526579488684,0
-1.5949301261241076,0
-1.5945944573613748,2
-1.594258788598642,2
-1.5939231198359096,0
-1.593587451073177,2
-1.5932517823104444,2
-1.5929161135477117,0
-1.592580444784979,2
-1.5922447760222465,2
-1.5919091072595135,2
-1.5915734384967812,2
-1.5912377697340483,1
-1.5909021009713158,1
-1.5905664322085833,1
-1.5902307634458506,1
-1.5898950946831178,0
-1.5895594259203851,0
-1.5892237571576526,0
-1.58888808839492,2
-1.5885524196321874,2
-1.588216750869455,2
-1.5878810821067222,0
-1.5875454133439897,2
-1.587209744581257,2
-1.5868740758185242,2
-1.5865384070557915,2
-1.586202738293059,2
-1.5858670695303263,2
-1.5855314007675938,2
-1.585195732004861,2
-1.5848600632421284,2
-1.584524394479396,2
-1.5841887257166631,2
-1.5838530569539306,2
-1.583517388191198,0
-1.5831817194284652,0
-1.5828460506657327,2
-1.582510381903,2
-1.5821747131402677,2
-1.5818390443775348,2
-1.581503375614802,2
-1.5811677068520695,0
-1.5808320380893368,0
-1.5804963693266043,2
-1.5801607005638716,2
-1.5798250318011389,2
-1.5794893630384064,2
-1.5791536942756736,2
-1.5788180255129411,2
-1.5784823567502084,2
-1.5781466879874757,0
-1.5778110192247432,0
-1.5774753504620105,0
-1.577139681699278,2
-1.5768040129365453,2
-1.5764683441738123,2
-1.57613267541108,0
-1.575797006648347,1
-1.5754613378856148,1
-1.575125669122882,1
-1.5747900003601494,1
-1.5744543315974169,2
-1.5741186628346842,2
-1.5737829940719517,2
-1.573447325309219,2
-1.5731116565464862,2
-1.5727759877837535,2
-1.572440319021021,2
-1.5721046502582885,2
-1.5717689814955558,2
-1.571433312732823,2
-1.5710976439700906,2
-1.5707619752073578,2
-1.570426306444625,2
-1.5700906376818926,2
-1.56975496891916,2
-1.5694193001564274,2
-1.5690836313936949,2
-1.5687479626309622,2
-1.5684122938682294,2
-1.5680766251054967,0
-1.5677409563427642,2
-1.5674052875800315,2
-1.5670696188172988,2
-1.5667339500545665,1
-1.5663982812918336,1
-1.566062612529101,2
-1.5657269437663683,2
-1.5653912750036356,2
-1.5650556062409031,2
-1.5647199374781704,2
-1.564384268715438,2
-1.5640485999527052,2
-1.5637129311899725,2
-1.56337726242724,2
-1.5630415936645072,2
-1.5627059249017747,2
-1.562370256139042,2
-1.5620345873763093,1
-1.5616989186135768,2
-1.561363249850844,2
-1.5610275810881116,2
-1.5606919123253788,0
-1.560356243562646,0
-1.5600205747999136,0
-1.559684906037181,0
-1.5593492372744484,2
-1.5590135685117157,2
-1.558677899748983,2
-1.5583422309862505,0
-1.5580065622235175,2
-1.5576708934607852,2
-1.5573352246980523,2
-1.5569995559353198,2
-1.5566638871725873,2
-1.5563282184098546,2
-1.555992549647122,2
-1.5556568808843894,2
-1.5553212121216566,2
-1.554985543358924,2
-1.5546498745961914,2
-1.554314205833459,2
-1.5539785370707262,2
-1.5536428683079937,2
-1.553307199545261,2
-1.5529715307825285,2
-1.5526358620197958,2
-1.552300193257063,2
-1.5519645244943303,2
-1.5516288557315978,2
-1.551293186968865,2
-1.5509575182061326,2
-1.5506218494434,2
-1.5502861806806671,1
-1.5499505119179346,1
-1.549614843155202,1
-1.5492791743924694,2
-1.5489435056297367,2
-1.548607836867004,0
-1.5482721681042717,0
-1.5479364993415388,0
-1.5476008305788065,1
-1.5472651618160735,1
-1.5469294930533408,0
-1.5465938242906083,0
-1.5462581555278756,2
-1.5459224867651429,2
-1.5455868180024104,2
-1.5452511492396777,2
-1.5449154804769452,2
-1.5445798117142124,2
-1.5442441429514795,2
-1.5439084741887472,2
-1.5435728054260145,2
-1.543237136663282,2
-1.5429014679005493,2
-1.5425657991378166,2
-1.542230130375084,2
-1.541894461612351,0
-1.5415587928496188,0
-1.541223124086886,2
-1.5408874553241534,2
-1.5405517865614209,2
-1.5402161177986882,0
-1.5398804490359557,0
-1.539544780273223,0
-1.5392091115104902,0
-1.5388734427477575,2
-1.538537773985025,2
-1.5382021052222925,2
-1.5378664364595598,0
-1.537530767696827,0
-1.5371950989340946,0
-1.5368594301713618,2
-1.5365237614086291,2
-1.5361880926458966,2
-1.535852423883164,2
-1.5355167551204314,2
-1.535181086357699,2
-1.5348454175949662,2
-1.5345097488322337,2
-1.5341740800695007,2
-1.5338384113067682,2
-1.5335027425440355,1
-1.533167073781303,1
-1.5328314050185703,1
-1.5324957362558376,1
-1.532160067493105,0
-1.5318243987303723,2
-1.53148872996764,2
-1.5311530612049071,0
-1.5308173924421744,0
-1.530481723679442,2
-1.5301460549167092,2
-1.529810386153977,0
-1.529474717391244,0
-1.5291390486285112,1
-1.5288033798657787,1
-1.528467711103046,1
-1.5281320423403135,1
-1.5277963735775808,2
-1.527460704814848,2
-1.5271250360521156,1
-1.5267893672893829,2
-1.5264536985266504,2
-1.5261180297639176,2
-1.525782361001185,0
-1.5254466922384524,0
-1.5251110234757197,0
-1.5247753547129872,0
-1.5244396859502545,2
-1.5241040171875218,2
-1.5237683484247893,0
-1.5234326796620563,0
-1.5230970108993238,0
-1.522761342136591,0
-1.5224256733738586,0
-1.522090004611126,2
-1.5217543358483934,2
-1.5214186670856606,0
-1.521082998322928,0
-1.5207473295601954,2
-1.520411660797463,2
-1.5200759920347302,2
-1.5197403232719977,2
-1.519404654509265,2
-1.5190689857465325,2
-1.5187333169837998,2
-1.518397648221067,2
-1.5180619794583343,2
-1.5177263106956018,2
-1.517390641932869,2
-1.5170549731701366,2
-1.516719304407404,2
-1.5163836356446712,2
-1.5160479668819389,1
-1.515712298119206,1
-1.5153766293564734,1
-1.5150409605937407,1
-1.514705291831008,2
-1.5143696230682755,2
-1.5140339543055428,2
-1.5136982855428105,2
-1.5133626167800776,2
-1.5130269480173448,2
-1.5126912792546123,0
-1.5123556104918796,0
-1.512019941729147,0
-1.5116842729664144,0
-1.5113486042036817,0
-1.5110129354409492,2
-1.5106772666782164,2
-1.510341597915484,1
-1.5100059291527512,1
-1.5096702603900185,1
-1.509334591627286,1
-1.5089989228645533,2
-1.5086632541018208,2
-1.508327585339088,2
-1.5079919165763551,2
-1.5076562478136228,1
-1.50732057905089,0
-1.5069849102881576,0
-1.506649241525425,2
-1.5063135727626922,2
-1.5059779039999597,1
-1.505642235237227,0
-1.5053065664744945,0
-1.5049708977117615,2
-1.504635228949029,2
-1.5042995601862963,2
-1.5039638914235638,2
-1.5036282226608313,2
-1.5032925538980986,2
-1.5029568851353658,2
-1.5026212163726334,2
-1.5022855476099006,2
-1.501949878847168,2
-1.5016142100844354,2
-1.501278541321703,2
-1.5009428725589702,0
-1.5006072037962377,0
-1.5002715350335047,2
-1.4999358662707722,2
-1.4996001975080395,2
-1.499264528745307,2
-1.4989288599825743,2
-1.4985931912198416,2
-1.498257522457109,2
-1.4979218536943764,2
-1.497586184931644,2
-1.4972505161689111,0
-1.4969148474061784,2
-1.496579178643446,2
-1.4962435098807132,2
-1.4959078411179807,1
-1.495572172355248,2
-1.4952365035925153,2
-1.4949008348297828,2
-1.49456516606705,2
-1.4942294973043175,1
-1.4938938285415848,1
-1.493558159778852,0
-1.4932224910161196,2
-1.4928868222533869,2
-1.4925511534906544,0
-1.4922154847279216,0
-1.491879815965189,0
-1.4915441472024564,2
-1.4912084784397237,2
-1.4908728096769912,2
-1.4905371409142585,2
-1.4902014721515258,1
-1.4898658033887933,1
-1.4895301346260603,0
-1.489194465863328,0
-1.488858797100595,0
-1.4885231283378626,2
-1.48818745957513,1
-1.4878517908123974,1
-1.4875161220496649,1
-1.4871804532869322,0
-1.4868447845241994,2
-1.486509115761467,0
-1.4861734469987342,0
-1.4858377782360015,2
-1.485502109473269,2
-1.4851664407105365,2
-1.4848307719478038,2
-1.484495103185071,2
-1.4841594344223386,2
-1.4838237656596058,2
-1.483488096896873,2
-1.4831524281341406,2
-1.482816759371408,0
-1.4824810906086754,0
-1.482145421845943,0
-1.48180975308321,1
-1.4814740843204774,1
-1.4811384155577447,2
-1.480802746795012,2
-1.4804670780322795,0
-1.4801314092695468,0
-1.4797957405068145,1
-1.4794600717440816,1
-1.4791244029813488,2
-1.4787887342186163,2
-1.4784530654558836,2
-1.4781173966931511,2
-1.4777817279304184,1
-1.4774460591676857,1
-1.4771103904049532,2
-1.4767747216422205,2
-1.476439052879488,1
-1.4761033841167552,1
-1.4757677153540223,0
-1.47543204659129,0
-1.4750963778285573,0
-1.4747607090658248,2
-1.474425040303092,0
-1.4740893715403594,0
-1.4737537027776269,0
-1.473418034014894,1
-1.4730823652521616,0
-1.472746696489429,0
-1.4724110277266962,0
-1.4720753589639637,0
-1.471739690201231,2
-1.4714040214384985,2
-1.4710683526757655,2
-1.470732683913033,2
-1.4703970151503003,2
-1.4700613463875678,2
-1.4697256776248353,1
-1.4693900088621026,1
-1.46905434009937,1
-1.4687186713366374,1
-1.4683830025739046,2
-1.468047333811172,2
-1.4677116650484394,0
-1.4673759962857067,0
-1.4670403275229742,2
-1.4667046587602417,2
-1.466368989997509,0
-1.4660333212347765,0
-1.4656976524720435,0
-1.465361983709311,2
-1.4650263149465783,2
-1.4646906461838458,1
-1.464354977421113,1
-1.4640193086583804,2
-1.463683639895648,2
-1.4633479711329151,0
-1.4630123023701826,0
-1.46267663360745,0
-1.4623409648447172,0
-1.4620052960819847,0
-1.461669627319252,1
-1.4613339585565197,2
-1.4609982897937868,0
-1.460662621031054,0
-1.4603269522683215,0
-1.4599912835055888,0
-1.4596556147428563,0
-1.4593199459801236,0
-1.4589842772173909,0
-1.4586486084546584,0
-1.4583129396919257,0
-1.457977270929193,0
-1.4576416021664604,0
-1.4573059334037275,0
-1.4569702646409952,0
-1.4566345958782625,0
-1.4562989271155298,0
-1.4559632583527973,0
-1.4556275895900646,1
-1.455291920827332,1
-1.454956252064599,1
-1.4546205833018666,1
-1.454284914539134,2
-1.4539492457764014,2
-1.453613577013669,1
-1.4532779082509362,1
-1.4529422394882034,1
-1.452606570725471,1
-1.4522709019627382,1
-1.4519352332000055,0
-1.451599564437273,0
-1.4512638956745405,0
-1.4509282269118078,0
-1.450592558149075,1
-1.4502568893863426,0
-1.4499212206236098,0
-1.4495855518608771,0
-1.4492498830981446,0
-1.448914214335412,0
-1.4485785455726794,1
-1.448242876809947,2
-1.447907208047214,2
-1.4475715392844817,0
-1.4472358705217487,0
-1.4469002017590162,2
-1.4465645329962835,2
-1.4462288642335508,0
-1.4458931954708183,0
-1.4455575267080856,0
-1.445221857945353,1
-1.4448861891826204,0
-1.4445505204198876,0
-1.4442148516571551,0
-1.4438791828944224,0
-1.44354351413169,0
-1.4432078453689572,0
-1.4428721766062245,0
-1.442536507843492,0
-1.4422008390807592,0
-1.4418651703180267,0
-1.441529501555294,0
-1.4411938327925613,0
-1.4408581640298288,0
-1.440522495267096,1
-1.4401868265043636,1
-1.4398511577416309,1
-1.439515488978898,1
-1.4391798202161656,0
-1.438844151453433,0
-1.4385084826907004,0
-1.4381728139279677,0
-1.437837145165235,0
-1.4375014764025025,0
-1.4371658076397698,0
-1.436830138877037,0
-1.4364944701143043,0
-1.4361588013515718,0
-1.435823132588839,0
-1.4354874638261066,0
-1.435151795063374,2
-1.4348161263006414,2
-1.4344804575379086,0
-1.434144788775176,0
-1.4338091200124434,0
-1.4334734512497107,1
-1.4331377824869782,1
-1.4328021137242457,1
-1.432466444961513,0
-1.4321307761987805,0
-1.4317951074360475,0
-1.431459438673315,0
-1.4311237699105823,0
-1.4307881011478498,0
-1.430452432385117,0
-1.4301167636223844,0
-1.429781094859652,1
-1.4294454260969192,1
-1.4291097573341869,1
-1.428774088571454,1
-1.4284384198087212,0
-1.4281027510459887,0
-1.427767082283256,0
-1.4274314135205235,0
-1.4270957447577908,0
-1.426760075995058,0
-1.4264244072323256,0
-1.4260887384695928,2
-1.4257530697068603,2
-1.4254174009441276,0
-1.425081732181395,1
-1.4247460634186624,1
-1.4244103946559297,2
-1.4240747258931972,2
-1.4237390571304644,2
-1.4234033883677315,2
-1.4230677196049992,2
-1.4227320508422665,2
-1.422396382079534,2
-1.4220607133168013,2
-1.4217250445540686,1
-1.421389375791336,0
-1.4210537070286031,0
-1.4207180382658708,1
-1.420382369503138,1
-1.4200467007404054,1
-1.419711031977673,0
-1.4193753632149402,0
-1.4190396944522077,0
-1.418704025689475,0
-1.4183683569267422,0
-1.4180326881640095,0
-1.417697019401277,0
-1.4173613506385443,0
-1.4170256818758118,2
-1.416690013113079,2
-1.4163543443503466,1
-1.416018675587614,1
-1.4156830068248811,2
-1.4153473380621486,2
-1.415011669299416,1
-1.4146760005366834,0
-1.414340331773951,0
-1.414004663011218,0
-1.4136689942484857,0
-1.4133333254857527,0
-1.4129976567230202,0
-1.4126619879602875,2
-1.4123263191975548,0
-1.4119906504348223,0
-1.4116549816720896,2
-1.411319312909357,2
-1.4109836441466244,0
-1.4106479753838916,2
-1.4103123066211591,2
-1.4099766378584264,2
-1.409640969095694,2
-1.4093053003329612,0
-1.4089696315702285,0
-1.408633962807496,0
-1.4082982940447633,0
-1.4079626252820308,2
-1.407626956519298,2
-1.407291287756565,1
-1.4069556189938328,1
-1.4066199502311,0
-1.4062842814683676,0
-1.4059486127056349,1
-1.405612943942902,1
-1.4052772751801696,1
-1.404941606417437,1
-1.4046059376547044,2
-1.4042702688919717,1
-1.403934600129239,1
-1.4035989313665065,1
-1.4032632626037738,1
-1.4029275938410413,2
-1.4025919250783083,2
-1.4022562563155758,2
-1.401920587552843,2
-1.4015849187901106,2
-1.401249250027378,0
-1.4009135812646454,1
-1.4005779125019129,1
-1.4002422437391802,1
-1.3999065749764474,1
-1.399570906213715,1
-1.3992352374509822,0
-1.3988995686882495,0
-1.398563899925517,1
-1.3982282311627845,0
-1.3978925624000518,0
-1.397556893637319,0
-1.3972212248745863,0
-1.3968855561118538,0
-1.396549887349121,0
-1.3962142185863886,0
-1.395878549823656,0
-1.3955428810609232,2
-1.395207212298191,2
-1.394871543535458,0
-1.3945358747727254,0
-1.3942002060099927,2
-1.39386453724726,2
-1.3935288684845275,0
-1.3931931997217948,0
-1.392857530959062,0
-1.3925218621963296,2
-1.3921861934335968,2
-1.3918505246708643,2
-1.3915148559081316,2
-1.391179187145399,2
-1.3908435183826664,2
-1.3905078496199337,0
-1.3901721808572012,0
-1.3898365120944685,0
-1.3895008433317355,0
-1.3891651745690032,0
-1.3888295058062703,0
-1.388493837043538,1
-1.3881581682808053,1
-1.3878224995180726,1
-1.38748683075534,1
-1.3871511619926074,1
-1.3868154932298749,0
-1.386479824467142,0
-1.3861441557044094,0
-1.385808486941677,0
-1.3854728181789442,0
-1.3851371494162117,0
-1.384801480653479,1
-1.3844658118907462,0
-1.3841301431280135,2
-1.383794474365281,2
-1.3834588056025483,0
-1.3831231368398158,2
-1.382787468077083,2
-1.3824517993143506,0
-1.382116130551618,2
-1.3817804617888854,2
-1.3814447930261526,0
-1.38110912426342,0
-1.3807734555006874,1
-1.3804377867379547,1
-1.3801021179752222,0
-1.3797664492124897,1
-1.3794307804497568,2
-1.3790951116870245,2
-1.3787594429242915,0
-1.378423774161559,0
-1.3780881053988263,0
-1.3777524366360936,0
-1.377416767873361,0
-1.3770810991106284,0
-1.376745430347896,0
-1.3764097615851631,0
-1.3760740928224304,0
-1.375738424059698,0
-1.3754027552969652,0
-1.3750670865342327,0
-1.3747314177715,1
-1.3743957490087673,0
-1.3740600802460348,0
-1.373724411483302,1
-1.3733887427205695,1
-1.3730530739578368,1
-1.372717405195104,2
-1.3723817364323716,2
-1.3720460676696389,0
-1.3717103989069062,0
-1.3713747301441737,0
-1.371039061381441,1
-1.3707033926187084,0
-1.3703677238559755,2
-1.370032055093243,2
-1.3696963863305105,0
-1.3693607175677778,0
-1.3690250488050453,0
-1.3686893800423126,1
-1.3683537112795798,1
-1.368018042516847,1
-1.3676823737541146,1
-1.367346704991382,1
-1.3670110362286494,2
-1.366675367465917,2
-1.3663396987031842,2
-1.3660040299404514,2
-1.365668361177719,2
-1.3653326924149862,2
-1.3649970236522535,2
-1.364661354889521,2
-1.3643256861267885,1
-1.3639900173640558,2
-1.363654348601323,2
-1.3633186798385903,0
-1.3629830110758578,0
-1.3626473423131251,0
-1.3623116735503926,0
-1.36197600478766,0
-1.3616403360249272,0
-1.361304667262195,0
-1.360968998499462,0
-1.3606333297367297,0
-1.3602976609739967,0
-1.359961992211264,0
-1.3596263234485315,0
-1.3592906546857988,0
-1.3589549859230663,2
-1.3586193171603336,2
-1.3582836483976009,2
-1.3579479796348684,2
-1.3576123108721356,0
-1.3572766421094031,0
-1.3569409733466704,1
-1.3566053045839377,1
-1.3562696358212052,0
-1.3559339670584725,0
-1.35559829829574,2
-1.3552626295330072,2
-1.3549269607702743,0
-1.354591292007542,0
-1.3542556232448093,0
-1.3539199544820768,0
-1.353584285719344,2
-1.3532486169566114,2
-1.3529129481938789,0
-1.352577279431146,0
-1.3522416106684136,0
-1.351905941905681,0
-1.3515702731429482,0
-1.3512346043802157,0
-1.350898935617483,0
-1.3505632668547505,0
-1.3502275980920178,1
-1.349891929329285,1
-1.3495562605665523,2
-1.3492205918038198,2
-1.348884923041087,2
-1.3485492542783546,0
-1.348213585515622,0
-1.3478779167528894,2
-1.3475422479901566,2
-1.347206579227424,0
-1.3468709104646914,0
-1.3465352417019587,2
-1.3461995729392262,2
-1.3458639041764937,0
-1.3455282354137608,0
-1.3451925666510285,0
-1.3448568978882955,0
-1.344521229125563,0
-1.3441855603628303,0
-1.3438498916000976,2
-1.343514222837365,2
-1.3431785540746324,0
-1.3428428853119,0
-1.3425072165491672,1
-1.3421715477864344,1
-1.341835879023702,1
-1.3415002102609692,1
-1.3411645414982367,2
-1.340828872735504,2
-1.3404932039727713,0
-1.3401575352100388,0
-1.339821866447306,0
-1.3394861976845736,0
-1.3391505289218408,0
-1.338814860159108,0
-1.3384791913963756,0
-1.338143522633643,0
-1.3378078538709104,0
-1.3374721851081777,2
-1.337136516345445,2
-1.3368008475827124,2
-1.3364651788199795,1
-1.3361295100572472,1
-1.3357938412945145,0
-1.3354581725317818,0
-1.3351225037690493,0
-1.3347868350063166,0
-1.334451166243584,2
-1.3341154974808511,2
-1.3337798287181186,2
-1.333444159955386,2
-1.3331084911926534,2
-1.332772822429921,2
-1.3324371536671882,2
-1.3321014849044557,0
-1.331765816141723,0
-1.3314301473789902,2
