SNo,TMQ,U850,V850,UBOT,VBOT,QREFHT,PS,PSL,T200,T500,PRECT,TS,TREFHT,Z1000,Z200,ZBOT,location_combined,Year,Month,Day
-1.7285262936916956,-0.702363341741906,0.7746665619554307,-3.8121182845584403,-0.5224826644904177,-0.7616450501272021,-0.798996695331198,-0.09821533763667606,-0.10229674637899189,-1.716330950276962,-2.220880425961077,-0.2943260091579043,-1.8068075372406507,-1.531068713517533,-0.17647074688357042,-2.4081650516592767,-1.3857492750807179,0.0,0.0,1.0,0.27586206896551724
-1.728190624928963,-0.702363341741906,0.7746665619554307,-3.8121182845584403,-0.5224826644904177,-0.7616450501272021,-0.798996695331198,-0.09821533763667606,-0.10229674637899189,-1.716330950276962,-2.220880425961077,-0.2943260091579043,-1.8068075372406507,-1.531068713517533,-0.17647074688357042,-2.4081650516592767,-1.3857492750807179,0.0,0.0,1.0,0.27586206896551724
-1.7278549561662302,-0.744544441284,0.8569537371911048,-3.8084049026605458,-0.5776512438023491,-0.7721528271685029,-0.8093152753332391,-0.10265525769713862,-0.10674831399121561,-1.7564436179550549,-2.109124376383033,-0.2273042246527872,-1.8068075372406507,-1.5551100155705533,-0.18214483789409344,-2.3608904188972035,-1.4122303828568579,0.0,0.0,1.0,0.27586206896551724
-1.7275192874034977,-0.744544441284,0.8569537371911048,-3.8084049026605458,-0.5776512438023491,-0.7721528271685029,-0.8093152753332391,-0.10265525769713862,-0.10674831399121561,-1.7564436179550549,-2.109124376383033,-0.2273042246527872,-1.8068075372406507,-1.5551100155705533,-0.18214483789409344,-2.3608904188972035,-1.4122303828568579,0.0,0.0,1.0,0.27586206896551724
-1.727183618640765,-0.6720550347315857,0.7056466746446544,-3.7912377370062282,-0.4790574690741315,-0.8581838582698494,-0.7978491686574986,-0.10478370486238478,-0.10888234486026507,-1.6893628801778207,-2.2003203415786308,-0.29433542232988535,-1.887442700983557,-1.545357008886251,-0.18356436437459933,-2.4446495675743862,-1.3885020238930355,0.0,0.0,1.0,0.27586206896551724
-1.7268479498780325,-0.6720550347315857,0.7056466746446544,-3.7912377370062282,-0.4790574690741315,-0.8581838582698494,-0.7978491686574986,-0.10478370486238478,-0.10888234486026507,-1.6893628801778207,-2.2003203415786308,-0.29433542232988535,-1.887442700983557,-1.545357008886251,-0.18356436437459933,-2.4446495675743862,-1.3885020238930355,0.0,0.0,1.0,0.27586206896551724
-1.7265122811152998,-0.7105972684800531,0.7702563166097592,-3.646274161632987,-0.30202031533701146,-0.8607079265494921,-0.7967600373742986,-0.10193702796030173,-0.10602820007224878,-1.6223500877394639,-2.1327615653977765,-0.2938553505588515,-1.8207086054305373,-1.5600220764220138,-0.1817470002925262,-2.3551340280165514,-1.4102265199850748,0.0,0.0,1.0,0.27586206896551724
-1.726176612352567,-0.7105972684800531,0.7702563166097592,-3.646274161632987,-0.30202031533701146,-0.8607079265494921,-0.7967600373742986,-0.10193702796030173,-0.10602820007224878,-1.6223500877394639,-2.1327615653977765,-0.2938553505588515,-1.8207086054305373,-1.5600220764220138,-0.1817470002925262,-2.3551340280165514,-1.4102265199850748,0.0,0.0,1.0,0.27586206896551724
-1.7258409435898345,-0.7174789950784879,0.6590175624941201,-3.5727860146299717,-0.19215180244377492,-0.7982677251797679,-0.7988084560724112,-0.09899892176659374,-0.10308238613977411,-1.6232191384360044,-2.1110093797673923,-0.28976062074709225,-1.8207086054305373,-1.5435372051427407,-0.17740074829375846,-2.393932538799718,-1.391870298466139,0.0,0.0,1.0,0.27586206896551724
-1.7255052748271018,-0.7174789950784879,0.6590175624941201,-3.5727860146299717,-0.19215180244377492,-0.7982677251797679,-0.7988084560724112,-0.09899892176659374,-0.10308238613977411,-1.6232191384360044,-2.1110093797673923,-0.28976062074709225,-1.8207086054305373,-1.5435372051427407,-0.17740074829375846,-2.393932538799718,-1.391870298466139,0.0,0.0,1.0,0.27586206896551724
-1.7251696060643693,-0.7174063400990673,0.5545350906085769,-3.5094462101695334,-0.09307478197847471,-0.8513461072182701,-0.8461593317155027,-0.09632189885169518,-0.10039834040407192,-1.621745788035931,-2.064286349785788,-0.2706048157656437,-1.8207086054305373,-1.5110366400178084,-0.17405967172317502,-2.4312983138068245,-1.3692498679433536,0.0,0.0,1.0,0.27586206896551724
-1.7248339373016366,-0.7174063400990673,0.5545350906085769,-3.5094462101695334,-0.09307478197847471,-0.8513461072182701,-0.8461593317155027,-0.09632189885169518,-0.10039834040407192,-1.621745788035931,-2.064286349785788,-0.2706048157656437,-1.8207086054305373,-1.5110366400178084,-0.17405967172317502,-2.4312983138068245,-1.3692498679433536,0.0,0.0,1.0,0.27586206896551724
-1.7244982685389039,-0.7063520383813885,0.5166880112482788,-3.4758421378395306,0.03692832528201392,-0.8101913078942591,-0.8207747409645703,-0.0970270911392843,-0.10110538267174164,-1.4389644612146766,-2.028839868110467,-0.20377129470014774,-1.8207086054305373,-1.5233558669724345,-0.17506051919861632,-2.381424437377407,-1.3753469569549062,0.0,0.0,1.0,0.27586206896551724
-1.7241625997761714,-0.7063520383813885,0.5166880112482788,-3.4758421378395306,0.03692832528201392,-0.8101913078942591,-0.8207747409645703,-0.0970270911392843,-0.10110538267174164,-1.4389644612146766,-2.028839868110467,-0.20377129470014774,-1.8207086054305373,-1.5233558669724345,-0.17506051919861632,-2.381424437377407,-1.3753469569549062,0.0,0.0,1.0,0.27586206896551724
-1.7238269310134386,-0.7085403820394957,0.3967965023604934,-3.402489899996811,0.15714016394403812,-0.7932907901110962,-0.843054528953176,-0.08719418004797737,-0.09124667621940588,-1.4310750151110097,-2.0028296339331426,-0.26679248111331616,-1.8207086054305373,-1.51797465198084,-0.16502767134722734,-2.4239507228080344,-1.3725463304306786,0.0,0.0,1.0,0.27586206896551724
-1.7234912622507061,-0.7085403820394957,0.3967965023604934,-3.402489899996811,0.15714016394403812,-0.7932907901110962,-0.843054528953176,-0.08719418004797737,-0.09124667621940588,-1.4310750151110097,-2.0028296339331426,-0.26679248111331616,-1.8207086054305373,-1.51797465198084,-0.16502767134722734,-2.4239507228080344,-1.3725463304306786,0.0,0.0,1.0,0.27586206896551724
-1.7231555934879734,-0.7118309107707388,0.4509055317226508,-3.398401754070966,-0.005650380060340226,-0.9798643755377995,-0.8419111243070411,-0.059471214222147954,-0.06345098280500922,-1.5813344189433793,-2.0485393973854484,-0.29506513142185675,-1.9038834655374155,-1.5214365301550525,-0.13530997923058877,-2.4735963482637953,-1.3671673533126694,0.0,0.0,1.0,0.27586206896551724
-1.7228199247252407,-0.7118309107707388,0.4509055317226508,-3.398401754070966,-0.005650380060340226,-0.9798643755377995,-0.8419111243070411,-0.059471214222147954,-0.06345098280500922,-1.5813344189433793,-2.0485393973854484,-0.29506513142185675,-1.9038834655374155,-1.5214365301550525,-0.13530997923058877,-2.4735963482637953,-1.3671673533126694,0.0,0.0,1.0,0.27586206896551724
-1.7224842559625082,-0.7097408891084387,0.315131722266584,-3.3974855011431484,0.2703450808250036,-0.7503002550299946,-0.8421385228276926,-0.09942982617935667,-0.10351442097411748,-1.2152081794055043,-1.942598564571226,-0.2896664890272817,-1.822157720537823,-1.4652856441718045,-0.17561383955292384,-2.416641108720388,-1.320606560851591,0.0,0.0,1.0,0.27586206896551724
-1.7221485871997755,-0.7097408891084387,0.315131722266584,-3.3974855011431484,0.2703450808250036,-0.7503002550299946,-0.8421385228276926,-0.09942982617935667,-0.10351442097411748,-1.2152081794055043,-1.942598564571226,-0.2896664890272817,-1.822157720537823,-1.4652856441718045,-0.17561383955292384,-2.416641108720388,-1.320606560851591,0.0,0.0,1.0,0.27586206896551724
-1.721812918437043,-0.7410276634530579,0.23104316766000904,-3.3095397807264666,0.33581753452228247,-0.774875193087484,-0.8497619838070298,-0.0935404091959239,-0.09760955387261426,-1.2086494741334028,-1.9669845644603754,-0.27253451602176015,-1.822157720537823,-1.4535422322384874,-0.16864508770040526,-2.457005501680942,-1.311951640265644,0.0,0.0,1.0,0.27586206896551724
-1.7214772496743103,-0.7410276634530579,0.23104316766000904,-3.3095397807264666,0.33581753452228247,-0.774875193087484,-0.8497619838070298,-0.0935404091959239,-0.09760955387261426,-1.2086494741334028,-1.9669845644603754,-0.27253451602176015,-1.822157720537823,-1.4535422322384874,-0.16864508770040526,-2.457005501680942,-1.311951640265644,0.0,0.0,1.0,0.27586206896551724
-1.7211415809115775,-0.7369853244652557,0.28894744324671784,-3.3035806042559126,0.2423538343139044,-0.8728150979808921,-0.864827994555921,-0.06961752553607302,-0.07362391164461139,-1.4103193381867416,-2.008954082170854,-0.2950782863297003,-1.8207086054305373,-1.484073705655835,-0.1453396210354316,-2.4654245609164342,-1.3459626365217752,0.0,0.0,1.0,0.27586206896551724
-1.720805912148845,-0.7369853244652557,0.28894744324671784,-3.3035806042559126,0.2423538343139044,-0.8728150979808921,-0.864827994555921,-0.06961752553607302,-0.07362391164461139,-1.4103193381867416,-2.008954082170854,-0.2950782863297003,-1.8207086054305373,-1.484073705655835,-0.1453396210354316,-2.4654245609164342,-1.3459626365217752,0.0,0.0,1.0,0.27586206896551724
-1.7204702433861123,-0.7326076859122834,0.22281571895531344,-3.127457584393294,0.29914792493999876,-1.013847603651865,-0.8300575470402212,-0.04323975703908579,-0.04717694450897114,-1.3795219898175075,-2.0269697574466936,-0.29168561441721813,-1.9038834655374155,-1.5246282970433818,-0.11793650964156709,-2.5084642812022095,-1.3675879618355196,0.0,0.0,1.0,0.27586206896551724
-1.7201345746233796,-0.7326076859122834,0.22281571895531344,-3.127457584393294,0.29914792493999876,-1.013847603651865,-0.8300575470402212,-0.04323975703908579,-0.04717694450897114,-1.3795219898175075,-2.0269697574466936,-0.29168561441721813,-1.9038834655374155,-1.5246282970433818,-0.11793650964156709,-2.5084642812022095,-1.3675879618355196,0.0,0.0,1.0,0.27586206896551724
-1.719798905860647,-0.736563789164734,0.16920906780415879,-3.1219932412382447,0.37141515762726107,-0.8813685692429263,-0.8214079301988109,-0.09304431753684919,-0.09711216078171227,-1.2037203000992507,-2.000147406125302,-0.28816038151031276,-1.822157720537823,-1.4570823066516359,-0.16779779640844864,-2.497693250187505,-1.3104128303457876,0.0,0.0,1.0,0.27586206896551724
-1.7194632370979144,-0.736563789164734,0.16920906780415879,-3.1219932412382447,0.37141515762726107,-0.8813685692429263,-0.8214079301988109,-0.09304431753684919,-0.09711216078171227,-1.2037203000992507,-2.000147406125302,-0.28816038151031276,-1.822157720537823,-1.4570823066516359,-0.16779779640844864,-2.497693250187505,-1.3104128303457876,0.0,0.0,1.0,0.27586206896551724
-1.7191275683351819,0.08898948864934804,1.4244028173721042,-2.9396721900374176,0.7482328012298419,-2.6233797025186094,-0.7422400397901099,0.08774849856602202,0.08415494171706808,-0.6362432770745664,0.2040385482860461,-0.28288900520092153,-1.7728727782318159,-1.240447464934993,0.03367662055158347,-0.07986035364218151,-1.0937594428839397,0.0,0.0,1.0,0.9655172413793104
-1.7187918995724492,0.10890866190916329,1.3649483228436308,-2.906772482601081,0.789477365318266,-2.5222372678812395,-0.7170450623071526,0.15085944750241168,0.1474314540046941,-0.6657031212255198,0.20164687501558898,-0.2840185858386482,-1.7724171455427664,-1.2427790964884966,0.10037825506660886,-0.07601851842569972,-1.0911058558857314,0.0,0.0,1.0,0.9655172413793104
-1.7184562308097164,0.07180540658247442,1.3972241194841972,-2.8874048964952563,0.7100046907408205,-2.5022258179188017,-0.7043691405411792,0.13814058001446075,0.1346792202251452,-0.6191336440356544,0.22377530936252665,-0.2904148361997756,-1.6843720456130156,-1.2326990958208184,0.08722969932942422,-0.045087460358336696,-1.08811032108776,0.0,0.0,1.0,0.9655172413793104
-1.718120562046984,1.4357567841548422,0.4723828799969561,-2.8445627446637918,1.50233315715794,-2.2108501433775265,1.787725597506119,-1.5839804386761427,-1.591959558567217,1.6306026471943271,1.3579284443444988,0.22735198203220655,1.123913290000577,1.2415729028724156,-1.462385140732334,1.0798352587782836,1.3349730591425306,1.0,1.0,0.75,0.5172413793103449
-1.7177848932842512,1.4357567841548422,0.4723828799969561,-2.8445627446637918,1.50233315715794,-2.2108501433775265,1.787725597506119,-1.5839804386761427,-1.591959558567217,1.6306026471943271,1.3579284443444988,0.22735198203220655,1.123913290000577,1.2415729028724156,-1.462385140732334,1.0798352587782836,1.3349730591425306,1.0,1.0,0.75,0.5172413793103449
-1.7174492245215187,0.09780669297705341,1.3237661786118136,-2.826074383707325,0.7442488365319421,-2.4474494147700416,-0.6979603036842335,0.19939736966043045,0.19609670907704807,-0.6298610872964491,0.22447568227355588,-0.2867954715730597,-1.6839612051786488,-1.2298200905947385,0.15209666005235473,-0.04305248218106286,-1.0846633947557551,0.0,0.0,1.0,0.9655172413793104
-1.717113555758786,0.06619453229285006,1.3469690422432241,-2.8145524113504514,0.6961428970346616,-2.399261658571319,-0.7029129198031918,0.1833878834083858,0.18004522402384243,-0.5840859965734937,0.2369108109992879,-0.28886636940889193,-1.6843720456130156,-1.2265146048983973,0.1353810182706785,-0.011956597827551744,-1.0809976257761442,0.0,0.0,1.0,0.9655172413793104
-1.7167778869960533,0.13613761617254405,1.2738717518851899,-2.8097633274912237,0.8242823791655414,-2.4421964495697743,-0.7166502636670692,0.2093868972896498,0.20611244293037645,-0.7077304057906779,0.1901952273779766,-0.26698074455293724,-1.7724171455427664,-1.249148397944042,0.16202627992799631,-0.07475697087987,-1.097678261840994,0.0,0.0,1.0,0.9655172413793104
-1.7164422182333208,-0.7024057123618438,0.12056457545982831,-2.7856047297207467,0.3854679759744153,-1.0564069401668694,-0.786975946946477,-0.06963056298532079,-0.07363698329590848,-1.1829850023270534,-2.0340031743409375,-0.29292344653272695,-1.9053475358729142,-1.4879265650247393,-0.14357515251947114,-2.5379435825790138,-1.3227848219419098,0.0,0.0,1.0,0.27586206896551724
-1.716106549470588,-0.7024057123618438,0.12056457545982831,-2.7856047297207467,0.3854679759744153,-1.0564069401668694,-0.786975946946477,-0.06963056298532079,-0.07363698329590848,-1.1829850023270534,-2.0340031743409375,-0.29292344653272695,-1.9053475358729142,-1.4879265650247393,-0.14357515251947114,-2.5379435825790138,-1.3227848219419098,0.0,0.0,1.0,0.27586206896551724
-1.7157708807078556,0.08891235231951196,1.2607093854041875,-2.725185545989735,0.7232299966707488,-2.3536555103472994,-0.7066316756711236,0.24687741981368105,0.2437013169552691,-0.601596226787206,0.2372982414634384,-0.28547762749571187,-1.6839612051786488,-1.231447979291301,0.2020509158662255,-0.008526860785337775,-1.0878709504565747,0.0,0.0,1.0,0.9655172413793104
-1.7154352119451228,0.06784726557583069,1.2812388590329784,-2.723778741763584,0.6865187600890515,-2.307083253212009,-0.7089455071440952,0.22658479718585522,0.22335545927608913,-0.5607774971331388,0.2558131158507815,-0.2878779863508811,-1.6843720456130156,-1.2148209478552694,0.18125590340078093,0.01960844744366488,-1.0761008052749739,0.0,0.0,1.0,0.9655172413793104
-1.71509954318239,0.11231326571501042,1.218616739827165,-2.7143210697390043,0.786030749056882,-2.4012746517652976,-0.7038541160971261,0.2575199899334498,0.25437180647103,-0.6393257350645559,0.21229385186942742,-0.2771469702924775,-1.6839612051786488,-1.2417412318408765,0.21267202493699808,-0.037955396445026636,-1.099005050858002,0.0,0.0,1.0,0.9655172413793104
-1.7147638744196576,1.51898963807804,0.793848230421489,-2.6633379414762888,0.9260993331577515,-1.5954289100605132,1.1352679454145134,-0.9467595613979174,-0.9530670153467432,1.1543024399714643,0.38643794945183646,1.2016152820714787,1.0337691956443378,0.7113204796816426,-1.0090207347256943,0.8513106566048124,0.7333757862146035,0.7380952380952381,1.0,0.5,0.41379310344827586
-1.7144282056569249,0.12943949606851018,1.167359322010098,-2.662376529874724,0.8571811701256882,-2.422206736848708,-0.7488359708981857,0.2730333845264198,0.2699258984333337,-0.7609468682476308,0.1834523894354175,-0.27013415716659095,-1.767584257075434,-1.2622709008294815,0.22808162714267277,-0.07456676173515252,-1.1183734722867182,0.0,0.0,1.0,0.9655172413793104
-1.7140925368941924,-1.46418629292054,0.9662784003091468,-2.6461525817374834,1.2003170784862436,-2.1345110116385344,-1.3854336639316371,-1.9795438365640605,-1.9885606654879486,0.7900297688563797,-3.8717623323309516,-0.09693179271516476,-1.7539819752532793,-1.5448807269388136,-1.5294097590153957,-4.235962364925292,-1.524378450372147,0.0,0.3333333333333333,0.25,0.9655172413793104
-1.7137568681314597,1.4298140058450324,0.5579891451627903,-2.6383756687797435,1.5407429078348063,-2.0757977784617836,1.7259991507312198,-1.5547036763332638,-1.5626059924530664,1.5993028503859261,1.3433475187239081,0.23676515401326234,1.1291794150296035,1.244444780291179,-1.46260505808752,1.0785039246008514,1.3260001161665032,1.0,1.0,0.75,0.5172413793103449
-1.713421199368727,1.4298140058450324,0.5579891451627903,-2.6383756687797435,1.5407429078348063,-2.0757977784617836,1.7259991507312198,-1.5547036763332638,-1.5626059924530664,1.5993028503859261,1.3433475187239081,0.23676515401326234,1.1291794150296035,1.244444780291179,-1.46260505808752,1.0785039246008514,1.3260001161665032,1.0,1.0,0.75,0.5172413793103449
-1.7130855306059944,0.07436531001112556,1.1868442499327958,-2.619465246357238,0.7096011061133518,-2.295646116038095,-0.7287060492860897,0.28536045994939974,0.2822853123324793,-0.5639414272354365,0.25874122003423405,-0.2880662497905022,-1.6839612051786488,-1.232777292059754,0.24227751592926755,0.024058822087659314,-1.0940261722076414,0.0,0.0,1.0,0.9655172413793104
-1.7127498618432617,0.08288944940091789,1.149433488088498,-2.616930087965957,0.7654251055042548,-2.327334636811931,-0.7294203050624357,0.3005863620715267,0.2975511576249027,-0.612540988342089,0.2337219377196374,-0.28999595004661866,-1.6839612051786488,-1.2440870724220132,0.2576954525953926,-0.0037087268223013844,-1.1063229273993371,0.0,0.0,1.0,0.9655172413793104
-1.7124141930805292,0.09402401100805674,1.0983498873723487,-2.5886690057959956,0.8406706452884014,-2.408610813878573,-0.7730350207212112,0.3152379478389951,0.312241179918544,-0.7042541585085659,0.19785450475167643,-0.2590736800888504,-1.682751128956199,-1.249148397944042,0.272361310828944,-0.034880694833701854,-1.120473081618123,0.0,0.0,1.0,0.9655172413793104
-1.7120785243177965,1.9411099926383986,1.2093782729127882,-2.573506421146449,2.171492694462216,-0.06253408779005173,1.3217564874940593,-1.339489152686231,-1.346826881545499,1.288076845124563,0.5590099372681757,4.20441714402827,1.1063595480627049,0.7140644059712808,-1.4438040490025756,0.8940143623741856,0.7312761768831861,0.8571428571428571,1.0,0.5,0.41379310344827586
-1.7117428555550638,-0.7831384163312778,-0.9728721189475342,-2.5646255534421756,0.17863199145268033,-1.3166974119678307,-0.505151548340382,-0.7235793233992452,-0.7293012930738603,-0.25544484897606934,0.22414040074578467,-0.290231279346145,-0.9573183640262957,-0.9375781044164191,-0.820045860432649,0.2635256435060658,-0.8693949290504291,0.9761904761904762,0.6666666666666666,0.0,0.7931034482758621
-1.7114071867923313,-0.7831384163312778,-0.9728721189475342,-2.5646255534421756,0.17863199145268033,-1.3166974119678307,-0.505151548340382,-0.7235793233992452,-0.7293012930738603,-0.25544484897606934,0.22414040074578467,-0.290231279346145,-0.9573183640262957,-0.9375781044164191,-0.820045860432649,0.2635256435060658,-0.8693949290504291,0.9761904761904762,0.6666666666666666,0.0,0.7931034482758621
-1.7110715180295986,-0.7831384163312778,-0.9728721189475342,-2.5646255534421756,0.17863199145268033,-1.3166974119678307,-0.505151548340382,-0.7235793233992452,-0.7293012930738603,-0.25544484897606934,0.22414040074578467,-0.290231279346145,-0.9573183640262957,-0.9375781044164191,-0.820045860432649,0.2635256435060658,-0.8693949290504291,0.9761904761904762,0.6666666666666666,0.0,0.7931034482758621
-1.710735849266866,-0.7831384163312778,-0.9728721189475342,-2.5646255534421756,0.17863199145268033,-1.3166974119678307,-0.505151548340382,-0.7235793233992452,-0.7293012930738603,-0.25544484897606934,0.22414040074578467,-0.290231279346145,-0.9573183640262957,-0.9375781044164191,-0.820045860432649,0.2635256435060658,-0.8693949290504291,0.9761904761904762,0.6666666666666666,0.0,0.7931034482758621
-1.7104001805041333,-1.4206660314479505,0.9001221549680491,-2.563242935431459,1.1158364230271682,-2.01602429784811,-1.3501756721556486,-1.91634145833607,-1.9251924840558887,0.7657299438070971,-3.764491579567543,-0.07245754556441976,-1.7548634036048942,-1.535376517998938,-1.528973530792246,-4.205665294061795,-1.505765754557107,0.0,0.3333333333333333,0.25,0.9655172413793104
-1.7100645117414006,1.3811326527006333,0.3337994012131598,-2.547633889897277,1.314665908346909,-2.256281379377518,1.6963107051997022,-1.540535479069136,-1.5484006267695192,1.6131738890929228,1.2789142851387347,0.11957116284911798,1.123913290000577,1.2564583268038725,-1.4623920333122182,1.0770331469958407,1.3350824849484295,1.0,1.0,0.75,0.5172413793103449
-1.7097288429786681,1.3811326527006333,0.3337994012131598,-2.547633889897277,1.314665908346909,-2.256281379377518,1.6963107051997022,-1.540535479069136,-1.5484006267695192,1.6131738890929228,1.2789142851387347,0.11957116284911798,1.123913290000577,1.2564583268038725,-1.4623920333122182,1.0770331469958407,1.3350824849484295,1.0,1.0,0.75,0.5172413793103449
-1.7093931742159354,0.05771792412480849,1.065770239687241,-2.5265587888500263,0.7482915275904275,-2.291890977267027,-0.7714894893859889,0.33647077113467533,0.3335297047595232,-0.5767261414477669,0.2496588821718848,-0.29224099156410044,-1.6839612051786488,-1.2402626544018553,0.29524233138677625,0.02791967821862821,-1.1101596792430088,0.0,0.0,1.0,0.9655172413793104
-1.709057505453203,0.1202433990455814,1.0442834575780804,-2.5226119023616964,0.8826446472799264,-2.4134427533493024,-0.7793614170268633,0.3205657516235034,0.317582960502073,-0.7685579475929473,0.15394036394586516,-0.2760173896547508,-1.7655076832529348,-1.3016454674126499,0.27590627389169936,-0.07311500504460532,-1.1574933009826758,0.0,0.0,1.0,0.9655172413793104
-1.7087218366904702,0.06247296230153623,1.014425321731813,-2.5193537585859396,0.8125677939689335,-2.359944390825946,-0.797386356562598,0.35571872635379836,0.35282815448117283,-0.6410299305321356,0.21987117045126114,-0.2875485253315441,-1.682751128956199,-1.258595747479905,0.3140850148749225,-0.0006783640662024748,-1.1359090047435267,0.0,0.0,1.0,0.9655172413793104
-1.7083861679277375,-1.463199813410164,1.0693508440066914,-2.5190780913872306,1.3178625462260576,-2.031256064509133,-1.3871644575057387,-1.9457880418129025,-1.95471631680761,0.8844587502595221,-3.8687671864905204,-0.09222520672463687,-1.6538434560915547,-1.5214294256412424,-1.5292470649689702,-4.204175430624514,-1.5174367289604127,0.0,0.3333333333333333,0.25,0.9655172413793104
-1.708050499165005,-0.6659604266463224,-0.9353282990438757,-2.5170608797783527,0.18605570945603842,-1.4005419344477363,-0.5022228477556798,-0.7319366626690622,-0.7376805567342979,-0.17172293168166325,0.1963569074171661,-0.2950746010728697,-1.035757458980925,-1.0014347324309687,-0.8308309465987499,0.27218554776781234,-0.9224597396996584,0.9761904761904762,0.6666666666666666,0.0,0.7931034482758621
-1.7077148304022722,-0.6659604266463224,-0.9353282990438757,-2.5170608797783527,0.18605570945603842,-1.4005419344477363,-0.5022228477556798,-0.7319366626690622,-0.7376805567342979,-0.17172293168166325,0.1963569074171661,-0.2950746010728697,-1.035757458980925,-1.0014347324309687,-0.8308309465987499,0.27218554776781234,-0.9224597396996584,0.9761904761904762,0.6666666666666666,0.0,0.7931034482758621
-1.7073791616395397,-0.6659604266463224,-0.9353282990438757,-2.5170608797783527,0.18605570945603842,-1.4005419344477363,-0.5022228477556798,-0.7319366626690622,-0.7376805567342979,-0.17172293168166325,0.1963569074171661,-0.2950746010728697,-1.035757458980925,-1.0014347324309687,-0.8308309465987499,0.27218554776781234,-0.9224597396996584,0.9761904761904762,0.6666666666666666,0.0,0.7931034482758621
